"fips" "scc" "pollutant" "emissions" "type" "year" "data.category" "short.name" "ei.sector" "option.group" "option.set" "scc.level.one" "scc.level.two" "scc.level.three" "scc.level.four" "map.to" "last.inventory.year" "created_date" "revised_date" "usage.notes"
"34009" "2230075210" "PM25-PRI" 0.000498987 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Rural Local: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Local: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"25017" "2275050012" "PM25-PRI" 0.00138622 "POINT" 2008 "Point" "Aircraft /General Aviation /Turbine" "Mobile - Aircraft" "" "" "Mobile Sources" "Aircraft" "General Aviation" "Turbine" NA NA "7/25/2008 0:00:00" "" ""
"36059" "2267006005" "PM25-PRI" 0.36 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Commercial Equipt /Generator Sets" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Commercial Equipment" "Generator Sets" NA NA "12/10/1999 0:00:00" "" ""
"06037" "220100113T" "PM25-PRI" 0.78 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Other Principal Arterial: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"27135" "2270005035" "PM25-PRI" 0.34 "NON-ROAD" 2005 "Nonroad" "Off-highway Diesel /Agricultural Equipt /Sprayers" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Agricultural Equipment" "Sprayers" NA NA "" "" ""
"30027" "223007513T" "PM25-PRI" 0.000247283114731543 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Rural Other Principal Arterial: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"17181" "2260004026" "PM25-PRI" 0.03 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 2-Stroke /Lawn & Garden Equipt /Trimmers/Edgers/Brush Cutters (Commercial)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Trimmers/Edgers/Brush Cutters (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"17095" "2285006015" "PM25-PRI" 4.00765475205845e-05 "NON-ROAD" 2002 "Nonroad" "Railroad Equipt /LPG /Railway Maintenance" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "Railroad Equipment" "LPG" "Railway Maintenance" NA NA "12/10/1999 0:00:00" "" ""
"51199" "2201040230" "PM25-PRI" 0.187798 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Interstate: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Urban Interstate: Total" NA NA "" "2/13/2002 0:00:00" ""
"46011" "2230072210" "PM25-PRI" 0.0130187 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Rural Local: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Local: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"12089" "223000119T" "PM25-PRI" 3.99467e-05 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Minor Collector: Tire Wear" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Minor Collector: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"27045" "2201070150" "PM25-PRI" 0.00469935 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Minor Arterial: Total" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Minor Arterial: Total" NA NA "" "2/13/2002 0:00:00" ""
"38095" "2267002072" "PM25-PRI" 7.22858e-06 "NON-ROAD" 2008 "Nonroad" "Off-highway LPG /Construction & Mining Equipt /Skid Steer Loaders" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Construction and Mining Equipment" "Skid Steer Loaders" NA NA "12/10/1999 0:00:00" "" ""
"38097" "2275050012" "PM25-PRI" 0.0304633 "POINT" 2008 "Point" "Aircraft /General Aviation /Turbine" "Mobile - Aircraft" "" "" "Mobile Sources" "Aircraft" "General Aviation" "Turbine" NA NA "7/25/2008 0:00:00" "" ""
"47105" "223000127T" "PM25-PRI" 0.000136606 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Principal Arterial: Tire Wear" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"05115" "2265003010" "PM25-PRI" 0.01 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 4-Stroke /Industrial Equipt /Aerial Lifts" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Aerial Lifts" NA NA "" "" ""
"20041" "2270002015" "PM25-PRI" 0.04 "NON-ROAD" 2005 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Rollers" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Rollers" NA NA "" "" ""
"48037" "220100123X" "PM25-PRI" 0.36 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Interstate: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Urban Interstate: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"36083" "2270001060" "PM25-PRI" 0.08 "NON-ROAD" 2005 "Nonroad" "Off-highway Diesel /Recreational Equipt /Specialty Vehicles/Carts" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Recreational Equipment" "Specialty Vehicles/Carts" NA NA "" "" ""
"06001" "220108029X" "PM25-PRI" 0.51 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Urban Minor Arterial: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Minor Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"19155" "2282005015" "PM25-PRI" 1.13 "NON-ROAD" 2005 "Nonroad" "Pleasure Craft /Gasoline 2-Stroke /Personal Water Craft" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Pleasure Craft" "Gasoline 2-Stroke" "Personal Water Craft" NA NA "" "12/10/1999 0:00:00" ""
"29195" "2230072130" "PM25-PRI" 0.00130872 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Rural Other Principal Arterial: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Other Principal Arterial: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"13255" "2260003040" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 2-Stroke /Industrial Equipt /Other General Industrial Equipt" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Other General Industrial Equipment" NA NA "" "" ""
"02261" "2201070170" "PM25-PRI" 0.00400254 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Major Collector: Total" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Major Collector: Total" NA NA "" "2/13/2002 0:00:00" ""
"72069" "2265005045" "PM25-PRI" 2.0181e-05 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Agricultural Equipt /Swathers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Swathers" NA NA "" "" ""
"44001" "2201070330" "PM25-PRI" 0.000797676 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Local: Total" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Local: Total" NA NA "" "2/13/2002 0:00:00" ""
"19135" "30299998" "PM25-PRI" 0 "POINT" 2008 "Point" "Food&Agric /Other Not Specified /Other Not Classified" "Industrial Processes - NEC" "" "" "Industrial Processes" "Food and Agriculture" "Other Not Specified" "Other Not Classified" NA NA "" "" ""
"32013" "30501699" "PM25-PRI" 0.00228748 "POINT" 2008 "Point" "Lime Manuf /See Comment **" "Industrial Processes - NEC" "" "" "Industrial Processes" "Mineral Products" "Lime Manufacture" "See Comment **" NA NA "" "" ""
"48137" "20200254" "PM25-PRI" 0.413 "POINT" 2008 "Point" "Int Comb /Industrial /Natural Gas /4-cycle Lean Burn" "Fuel Comb - Industrial Boilers, ICEs - Natural Gas" "" "" "Internal Combustion Engines" "Industrial" "Natural Gas" "4-cycle Lean Burn" NA NA "" "" ""
"18169" "220108017X" "PM25-PRI" 0.01 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Rural Major Collector: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Major Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"17167" "223007233X" "PM25-PRI" 0.11 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Urban Local: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"29185" "2265006035" "PM25-PRI" 0.000154587 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Commercial Equipt /Hydro-power Units" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Commercial Equipment" "Hydro-power Units" NA NA "1/9/2006 0:00:00" "" ""
"25011" "220100121X" "PM25-PRI" 0.9 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Local: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"39175" "2270002081" "PM25-PRI" 0.04 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Other Construction Equipt" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Other Construction Equipment" NA NA "" "" ""
"40119" "2230075190" "PM25-PRI" 6.86194e-05 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Rural Minor Collector: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Collector: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"72007" "220100111X" "PM25-PRI" 0.00799584109158 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Interstate: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Interstate: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"42095" "30500608" "PM25-PRI" 0.07 "POINT" 2008 "Point" "Cement Manuf (Dry Proc) /Raw Material Piles" "Industrial Processes - Storage and Transfer" "" "" "Industrial Processes" "Mineral Products" "Cement Manufacturing (Dry Process)" "Raw Material Piles" NA NA "" "" ""
"53013" "2270002009" "PM25-PRI" 0.0001699345 "NON-ROAD" 2005 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Plate Compactors" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Plate Compactors" NA NA "" "" ""
"01029" "2260003030" "PM25-PRI" 0.00057001708773896 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 2-Stroke /Industrial Equipt /Sweepers/Scrubbers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Sweepers/Scrubbers" NA NA "" "" ""
"05071" "220102021B" "PM25-PRI" 0.02 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Local: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"72057" "223000113X" "PM25-PRI" 0.0018299901 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Other Principal Arterial: Exhaust" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Other Principal Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"33013" "2265004026" "PM25-PRI" 0.00302081 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Lawn & Garden Equipt /Trimmers/Edgers/Brush Cutters (Commercial)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Trimmers/Edgers/Brush Cutters (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"53075" "2265002078" "PM25-PRI" 0.000459208 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Dumpers/Tenders" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Dumpers/Tenders" NA NA "" "" ""
"56023" "2265004046" "PM25-PRI" 0.000278755998806446 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Lawn & Garden Equipt /Front Mowers (Commercial)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Front Mowers (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"55025" "2265002066" "PM25-PRI" 0.13 "NON-ROAD" 2005 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Tractors/Loaders/Backhoes" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Tractors/Loaders/Backhoes" NA NA "" "" ""
"36055" "2267003050" "PM25-PRI" 0.00276865703926888 "NON-ROAD" 2002 "Nonroad" "Off-highway LPG /Industrial Equipt /Other Material H&ling Equipt" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Industrial Equipment" "Other Material Handling Equipment" NA NA "12/10/1999 0:00:00" "" ""
"02070" "223007311B" "PM25-PRI" 0.0020114765 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Rural Interstate: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Interstate: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"18013" "2267006035" "PM25-PRI" 2.6490932e-06 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Commercial Equipt /Hydro-power Units" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Commercial Equipment" "Hydro-power Units" NA NA "1/9/2006 0:00:00" "" ""
"22089" "223007215B" "PM25-PRI" 0.000978464529907789 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Rural Minor Arterial: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"01033" "220107013T" "PM25-PRI" 0.01 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Other Principal Arterial: Tire Wear" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"55045" "223006033X" "PM25-PRI" 0.0040255896 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Local: Exhaust" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"19169" "2267006005" "PM25-PRI" 0.00940218 "NON-ROAD" 2008 "Nonroad" "Off-highway LPG /Commercial Equipt /Generator Sets" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Commercial Equipment" "Generator Sets" NA NA "12/10/1999 0:00:00" "" ""
"48045" "2311010000" "PM25-PRI" 0 "NONPOINT" 2005 "Nonpoint" "Construction: SIC 15 - 17 /Residential /Total" "Dust - Construction Dust" "Construction" "B1A" "Industrial Processes" "Construction: SIC 15 - 17" "Residential" "Total" NA NA "" "2/20/2004 0:00:00" ""
"08075" "2230072230" "PM25-PRI" 0.00479049 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Urban Interstate: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Interstate: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"55095" "2102008000" "PM25-PRI" 0.05 "NONPOINT" 2005 "Nonpoint" "Stationary Fuel Comb /Industrial /Wood /Total: All Boiler Types" "Fuel Comb - Industrial Boilers, ICEs - Biomass" "" "" "Stationary Source Fuel Combustion" "Industrial" "Wood" "Total: All Boiler Types" NA NA "" "" ""
"55097" "223006023T" "PM25-PRI" 0.00021335363635444 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Interstate: Tire Wear" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Interstate: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"36021" "2201080190" "PM25-PRI" 0.000584025 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Rural Minor Collector: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Collector: Total" NA NA "" "" ""
"48167" "223007213T" "PM25-PRI" 0.0004852633 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Rural Other Principal Arterial: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"56015" "223006019X" "PM25-PRI" 0.0060895898 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Rural Minor Collector: Exhaust" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"26005" "223007129T" "PM25-PRI" 5.51027e-05 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Urban Minor Arterial: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Minor Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"12017" "223007131B" "PM25-PRI" 0.01 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Urban Collector: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"19047" "2260004031" "PM25-PRI" 0.04 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 2-Stroke /Lawn & Garden Equipt /Leafblowers/Vacuums (Commercial)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Leafblowers/Vacuums (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"19131" "2260006005" "PM25-PRI" 0.0083472866 "NON-ROAD" 2005 "Nonroad" "Off-highway Gasoline, 2-Stroke /Commercial Equipt /Generator Sets" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Generator Sets" NA NA "" "12/10/1999 0:00:00" ""
"72147" "2230001210" "PM25-PRI" 4.4156e-07 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Local: Total" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Local: Total" NA NA "" "" ""
"13121" "223007533T" "PM25-PRI" 0.01 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Urban Local: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
